heights_phobia,social_phobia,spider_phobia,heights_video_scr,heights_video_hp,heights_resp_arousal,heights_resp_fear,heights_resp_valence,social_video_scr,social_video_hp,social_resp_arousal,social_resp_fear,social_resp_valence,spider_video_scr,spider_video_hp,spider_resp_arousal,spider_resp_fear,spider_resp_valence
1.0,0.4729667491684552,0.3305587148565047,0.0376566056678616,-0.16299343772374839,0.011475067576415704,0.5084140432097434,-0.4611382912401457,0.16144681774156994,-0.1933435320150026,0.038100307494016696,0.35869129372864994,-0.06287564293988221,0.1516744395024314,-0.1722988645682225,0.17302890368770457,0.4078231510398734,-0.10134780751688648
0.4729667491684552,0.9999999999999999,0.2581823607011431,-0.16902235786604725,-0.04714568781465011,0.040015476236134113,0.23820430632763887,-0.21325116393279764,-0.05605440918982677,-0.07725954857760425,0.08025980644657703,0.48524575290978644,-0.38809410467986316,-0.11321189123529041,-0.05759940400322325,0.015359881117357727,0.1808952747509285,-0.00043160138055356353
0.3305587148565047,0.2581823607011431,1.0,0.03990736390162715,-0.17478182348465807,-0.05450661907953623,0.25773230840237077,-0.23324127409657505,-0.03667228589530225,-0.11780338968701039,0.06045200184355647,0.086135597940961,-0.04061029517807946,0.2582201891395042,-0.157613890374921,0.26613135886784695,0.5719859453499873,-0.36405389948606953
0.0376566056678616,-0.16902235786604725,0.03990736390162715,0.9999999999999998,-0.0843856349929945,0.18507498447171974,-0.02420946850616277,-0.0110733243755128,0.622880091174544,-0.0969989913502555,0.09207205619935446,-0.15543749155857614,0.16743792760156367,0.505871129262295,-0.09777162556609059,0.1501632765679171,0.047253907810075525,-0.18721672543982396
-0.16299343772374839,-0.04714568781465011,-0.17478182348465807,-0.0843856349929945,1.0,0.11503873436105588,-0.13186565160974373,0.10206220719491722,-0.10492301038579344,0.9799981385413323,0.08424122674242361,-0.03688360403632103,0.029194521702755466,-0.18496670940554244,0.9809851099582615,-0.05157535971284835,-0.19334930860152977,0.11931249719525232
0.011475067576415704,0.040015476236134113,-0.05450661907953623,0.18507498447171974,0.11503873436105588,1.0,0.24280100942964147,0.1070288345752239,0.0277737578365479,0.08435379372387787,0.7996886598045798,0.19879377828880823,0.06796468895738506,0.08558797907992072,0.08484463745545967,0.524979683698182,0.1081676502499499,-0.10361374037283747
0.5084140432097434,0.23820430632763887,0.25773230840237077,-0.02420946850616277,-0.13186565160974373,0.24280100942964147,1.0000000000000002,-0.6300120776587895,0.015340096600136185,-0.1568128959435877,0.26185333497902463,0.6589008623028074,-0.05008406293108171,0.10832165340873606,-0.13823686162032092,0.37088678292870403,0.6884480276929857,-0.3754323593313367
-0.4611382912401457,-0.21325116393279764,-0.23324127409657505,-0.0110733243755128,0.10206220719491722,0.1070288345752239,-0.6300120776587895,1.0,0.04115200148725222,0.10101636239583875,0.04157293442198121,-0.3638981756881039,0.3210575672547919,-0.14979403845711267,0.10302864170125242,-0.15029618483399212,-0.4563070148130084,0.2742892942907077
0.16144681774156994,-0.05605440918982677,-0.03667228589530225,0.622880091174544,-0.10492301038579344,0.0277737578365479,0.015340096600136185,0.04115200148725222,1.0,-0.16739780279177277,-0.016389915989357715,-0.02465366918681027,0.16143854893060033,0.5729549990335747,-0.16658311721504068,-0.04489227890476381,-0.07364438161224895,-0.026891478703969542
-0.1933435320150026,-0.07725954857760425,-0.11780338968701039,-0.0969989913502555,0.9799981385413323,0.08435379372387787,-0.1568128959435877,0.10101636239583875,-0.16739780279177277,1.0,0.07361794720372386,-0.05299807341716826,0.021605045923496446,-0.1968041138524924,0.9807209927286378,-0.05535686056599254,-0.17086459549069646,0.13029710191476934
0.038100307494016696,0.08025980644657703,0.06045200184355647,0.09207205619935446,0.08424122674242361,0.7996886598045798,0.26185333497902463,0.04157293442198121,-0.016389915989357715,0.07361794720372386,1.0,0.3824644186679703,-0.03373581355465327,0.11095726964309312,0.051429894480481124,0.5084098701951358,0.18059241167340362,-0.08990748280436797
0.35869129372864994,0.48524575290978644,0.086135597940961,-0.15543749155857614,-0.03688360403632103,0.19879377828880823,0.6589008623028074,-0.3638981756881039,-0.02465366918681027,-0.05299807341716826,0.3824644186679703,1.0,-0.37046146936765423,-0.031918453019023005,-0.03502992429349508,0.21383436907090964,0.43941932786149906,-0.08742618388165108
-0.06287564293988221,-0.38809410467986316,-0.04061029517807946,0.16743792760156367,0.029194521702755466,0.06796468895738506,-0.05008406293108171,0.3210575672547919,0.16143854893060033,0.021605045923496446,-0.03373581355465327,-0.37046146936765423,1.0,0.15155920902768408,0.03387343898762429,0.023016660289961417,0.010427583457546822,-0.06633290402802647
0.1516744395024314,-0.11321189123529041,0.2582201891395042,0.505871129262295,-0.18496670940554244,0.08558797907992072,0.10832165340873606,-0.14979403845711267,0.5729549990335747,-0.1968041138524924,0.11095726964309312,-0.031918453019023005,0.15155920902768408,1.0,-0.24380522182565662,0.26094455479996925,0.2823091555857715,-0.2546909885034028
-0.1722988645682225,-0.05759940400322325,-0.157613890374921,-0.09777162556609059,0.9809851099582615,0.08484463745545967,-0.13823686162032092,0.10302864170125242,-0.16658311721504068,0.9807209927286378,0.051429894480481124,-0.03502992429349508,0.03387343898762429,-0.24380522182565662,1.0,-0.06097784085783802,-0.1863916961035565,0.15787406223171827
0.17302890368770457,0.015359881117357727,0.26613135886784695,0.1501632765679171,-0.05157535971284835,0.524979683698182,0.37088678292870403,-0.15029618483399212,-0.04489227890476381,-0.05535686056599254,0.5084098701951358,0.21383436907090964,0.023016660289961417,0.26094455479996925,-0.06097784085783802,1.0,0.5301761381379758,-0.24212227255347973
0.4078231510398734,0.1808952747509285,0.5719859453499873,0.047253907810075525,-0.19334930860152977,0.1081676502499499,0.6884480276929857,-0.4563070148130084,-0.07364438161224895,-0.17086459549069646,0.18059241167340362,0.43941932786149906,0.010427583457546822,0.2823091555857715,-0.1863916961035565,0.5301761381379758,1.0000000000000002,-0.6605313240566966
-0.10134780751688648,-0.00043160138055356353,-0.36405389948606953,-0.18721672543982396,0.11931249719525232,-0.10361374037283747,-0.3754323593313367,0.2742892942907077,-0.026891478703969542,0.13029710191476934,-0.08990748280436797,-0.08742618388165108,-0.06633290402802647,-0.2546909885034028,0.15787406223171827,-0.24212227255347973,-0.6605313240566966,0.9999999999999999
